"Points:0","Points:1","Points:2","T","U:0","U:1","U:2","Umag","alphat","epsilon","k","nut","p","p_rgh","rho"
149.98,-151.94,20,300,10.634,-0.53891,0.11755,10.649,0.32652,0.00013935,0.018435,0.22656,1.0132e+05,-4.6134,1.225
137.51,-151.65,20,300,10.584,-0.59482,0.12541,10.602,0.31068,0.00013751,0.017767,0.21558,1.0132e+05,-4.0283,1.225
175.07,-151.95,20,300,10.735,-0.44892,0.11629,10.746,0.33504,0.00015197,0.019449,0.23247,1.0132e+05,-5.6819,1.225
162.53,-152.26,20,300,10.704,-0.5275,0.12958,10.719,0.31838,0.00015014,0.018743,0.22091,1.0132e+05,-5.3286,1.225
199.99,-151.66,20,300,10.796,-0.32406,0.1049,10.802,0.34411,0.00016518,0.020496,0.23877,1.0132e+05,-6.2994,1.225
187.5,-151.65,20,300,10.796,-0.41195,0.12439,10.806,0.32701,0.00016479,0.019849,0.2269,1.0132e+05,-6.2577,1.225
224.99,-151.66,20,300,10.81,-0.18909,0.084245,10.812,0.353,0.00017756,0.021472,0.24494,1.0132e+05,-6.3186,1.225
212.49,-151.66,20,300,10.839,-0.2712,0.10656,10.844,0.33529,0.00017891,0.020893,0.23265,1.0132e+05,-6.5857,1.225
249.99,-151.66,20,300,10.775,-0.055981,0.061002,10.775,0.39217,0.0001827,0.023367,0.27212,1.0132e+05,-5.9175,1.225
237.49,-151.66,20,300,10.834,-0.1371,0.078726,10.836,0.3385,0.00019057,0.021564,0.23488,1.0132e+05,-6.3,1.225
274.99,-151.66,20,300,9.6565,0.052967,0.054966,9.6571,0.35974,0.00016738,0.024002,0.24961,1.0132e+05,-5.3761,1.225
299.99,-151.67,20,300,9.6043,0.13459,0.041794,9.6055,0.36575,0.00017443,0.024701,0.25379,1.0132e+05,-4.6167,1.225
324.99,-151.67,20,300,9.5437,0.19572,0.026469,9.5459,0.37042,0.00018068,0.025298,0.25702,1.0132e+05,-3.8144,1.225
349.99,-151.67,20,300,9.4797,0.23416,0.011236,9.4828,0.37397,0.00018633,0.025818,0.25949,1.0132e+05,-3.0497,1.225
374.99,-151.67,20,300,9.418,0.25463,-0.0010624,9.4215,0.37688,0.00019155,0.026287,0.26151,1.0132e+05,-2.3332,1.225
399.99,-151.67,20,300,9.3622,0.26228,-0.0097674,9.366,0.37936,0.00019654,0.026726,0.26323,1.0132e+05,-1.6761,1.225
425,-151.67,20,300,9.3139,0.26148,-0.01568,9.3177,0.38154,0.00020147,0.027148,0.26475,1.0132e+05,-1.1111,1.225
450,-151.67,20,300,9.2746,0.25714,-0.020248,9.2782,0.38353,0.00020639,0.027559,0.26612,1.0132e+05,-0.65759,1.225
475,-151.67,20,300,9.2379,0.25216,-0.024618,9.2414,0.38553,0.00021156,0.027988,0.26751,1.0132e+05,-0.31858,1.225
500,-151.67,20,300,9.7273,0.26315,-0.027714,9.731,0.42132,0.0002143,0.028215,0.29234,1.0132e+05,-0.009196,1.225
-300,-130,20,300,9.5,0,0,9.5,0.0019043,0.12361,0.015027,0.0013214,1.0133e+05,3.6291,1.225
-275.1,-130.04,20,300,8.9972,-0.0084848,0.007025,8.9972,0.19475,0.0013971,0.0089895,0.13513,1.0133e+05,3.6339,1.225
-250.2,-130.08,20,300,8.9929,-0.017219,0.0092227,8.9929,0.19874,4.6311e-05,0.0090978,0.1379,1.0133e+05,3.6629,1.225
-225.3,-130.14,20,300,8.9859,-0.028182,0.011768,8.9859,0.20279,4.5423e-05,0.0094739,0.14071,1.0133e+05,3.7324,1.225
-200.38,-130.2,20,300,8.9759,-0.042454,0.015138,8.976,0.20701,4.812e-05,0.0098666,0.14364,1.0133e+05,3.8421,1.225
-174.99,-129.99,20,300,8.9631,-0.061773,0.01946,8.9633,0.21142,5.101e-05,0.010276,0.1467,1.0133e+05,3.9914,1.225
-149.98,-129.99,20,300,8.9472,-0.088367,0.024963,8.9477,0.2161,5.4085e-05,0.010705,0.14994,1.0133e+05,4.1789,1.225
-124.98,-129.98,20,300,8.9289,-0.12549,0.032165,8.9298,0.22108,5.736e-05,0.011155,0.1534,1.0133e+05,4.3999,1.225
-99.977,-129.97,20,300,8.9097,-0.17736,0.041729,8.9116,0.22641,6.0839e-05,0.011627,0.1571,1.0133e+05,4.6368,1.225
-74.975,-129.97,20,300,8.8923,-0.25109,0.054148,8.8962,0.23232,6.456e-05,0.012131,0.1612,1.0133e+05,4.8464,1.225
-49.975,-129.96,20,300,9.873,-0.38885,0.068522,9.8812,0.2908,8.0115e-05,0.013611,0.20178,1.0133e+05,4.8757,1.225
-24.979,-129.96,20,300,9.908,-0.53311,0.086433,9.9232,0.26578,9.3945e-05,0.013926,0.18442,1.0133e+05,4.6067,1.225
-24.983,-140.8,20,300,9.9573,-0.47995,0.074811,9.9694,0.27584,9.2048e-05,0.014046,0.1914,1.0133e+05,3.9829,1.225
-37.476,-129.96,20,300,9.8705,-0.4793,0.079889,9.8827,0.27144,8.926e-05,0.013742,0.18835,1.0133e+05,4.9817,1.225
249.99,-130,20,300,10.988,-0.11647,0.17091,10.991,0.34512,0.00037314,0.030874,0.23947,1.0132e+05,-7.0449,1.225
249.99,-140.83,20,300,10.889,-0.075111,0.11054,10.89,0.35851,0.00023919,0.025108,0.24877,1.0132e+05,-6.54,1.225
262.48,-130,20,300,10.975,-0.06543,0.16331,10.978,0.35205,0.00039641,0.031993,0.24428,1.0132e+05,-6.7183,1.225
274.98,-130,20,300,10.869,0.038226,0.12222,10.87,0.46391,0.00032933,0.0335,0.3219,1.0132e+05,-6.2262,1.225
299.98,-130,20,300,9.7022,0.1679,0.091038,9.7046,0.45338,0.00027683,0.034191,0.31459,1.0132e+05,-5.4204,1.225
324.98,-130,20,300,9.6185,0.25681,0.063365,9.6224,0.45172,0.00026732,0.033765,0.31344,1.0132e+05,-4.3374,1.225
349.99,-130,20,300,9.5325,0.31239,0.035236,9.5379,0.44915,0.00026034,0.033344,0.31166,1.0132e+05,-3.3447,1.225
374.99,-130,20,300,9.4507,0.33727,0.013599,9.4568,0.44548,0.00025376,0.032866,0.30911,1.0132e+05,-2.4393,1.225
399.99,-130,20,300,9.3795,0.34259,-0.0015798,9.3859,0.4414,0.00024829,0.03241,0.30628,1.0132e+05,-1.6442,1.225
424.99,-130,20,300,9.3209,0.33658,-0.012351,9.3271,0.43743,0.00024427,0.032026,0.30352,1.0132e+05,-1.0075,1.225
450,-130,20,300,9.2755,0.32656,-0.020586,9.2813,0.43399,0.00024161,0.031733,0.30113,1.0132e+05,-0.54415,1.225
475,-130,20,300,9.2374,0.3154,-0.027984,9.2429,0.43037,0.00023978,0.031483,0.29862,1.0132e+05,-0.23783,1.225
500,-130,20,300,9.7265,0.32548,-0.032746,9.7321,0.4659,0.00023897,0.031355,0.32328,1.0132e+05,-0.0059978,1.225
-300,-108.33,20,300,9.5,0,0,9.5,0.0019043,0.12361,0.015027,0.0013213,1.0133e+05,3.726,1.225
-275.11,-108.37,20,300,8.9966,-0.0084239,0.0072757,8.9966,0.19475,0.0013973,0.0089897,0.13513,1.0133e+05,3.7343,1.225
-250.21,-108.41,20,300,8.991,-0.01715,0.0099286,8.991,0.19874,4.6426e-05,0.0090983,0.1379,1.0133e+05,3.777,1.225
-225.31,-108.45,20,300,8.9815,-0.028179,0.012869,8.9815,0.20279,4.5454e-05,0.009475,0.14071,1.0133e+05,3.8751,1.225
-200.41,-108.5,20,300,8.9675,-0.042696,0.016801,8.9677,0.20701,4.8144e-05,0.0098676,0.14364,1.0133e+05,4.0318,1.225
-175.49,-108.56,20,300,8.9487,-0.062653,0.021988,8.9489,0.21146,5.1027e-05,0.010278,0.14673,1.0133e+05,4.2521,1.225
-150.57,-108.63,20,300,8.9238,-0.090974,0.028929,8.9244,0.21622,5.4113e-05,0.01071,0.15003,1.0133e+05,4.5451,1.225
-124.97,-108.31,20,300,8.8918,-0.13238,0.038568,8.8929,0.22139,5.7438e-05,0.011169,0.15362,1.0133e+05,4.9249,1.225
-99.966,-108.3,20,300,8.853,-0.19269,0.052046,8.8554,0.22703,6.099e-05,0.011655,0.15753,1.0133e+05,5.3951,1.225
-74.961,-108.29,20,300,8.805,-0.28447,0.070389,8.8102,0.23351,6.4783e-05,0.012179,0.16203,1.0133e+05,5.9243,1.225
-49.96,-108.28,20,300,9.7398,-0.4581,0.093262,9.7515,0.27822,8.4751e-05,0.013589,0.19305,1.0133e+05,6.4684,1.225
-49.969,-119.12,20,300,9.8147,-0.44574,0.081136,9.8254,0.26985,8.7171e-05,0.013542,0.18724,1.0133e+05,5.679,1.225
299.97,-108.33,20,300,8.8278,0.20889,0.14464,8.8372,0.77359,0.0025833,0.1156,0.53678,1.0132e+05,-6.3847,1.225
274.97,-108.33,20,300,9.9859,0.1011,0.28327,9.9966,0.60276,0.0047695,0.11658,0.41824,1.0132e+05,-6.8384,1.225
274.98,-119.16,20,300,10.975,-0.0092176,0.20376,10.978,0.3721,0.00082434,0.041931,0.2582,1.0132e+05,-6.6394,1.225
324.98,-108.34,20,300,8.87,0.31323,0.096705,8.8799,0.76252,0.001819,0.10096,0.52909,1.0132e+05,-5.1229,1.225
349.98,-108.34,20,300,8.8953,0.39634,0.051929,8.9066,0.74756,0.0013639,0.088889,0.51872,1.0132e+05,-3.8168,1.225
374.98,-108.34,20,300,8.9031,0.43452,0.020635,8.9153,0.72101,0.0010576,0.078524,0.5003,1.0132e+05,-2.5833,1.225
399.99,-108.34,20,300,8.9115,0.44048,0.00031374,8.9235,0.68779,0.00084209,0.069798,0.47724,1.0132e+05,-1.5726,1.225
424.99,-108.33,20,300,8.9233,0.42988,-0.013543,8.9345,0.65383,0.00068993,0.062597,0.45368,1.0132e+05,-0.84155,1.225
449.99,-108.33,20,300,8.9386,0.41474,-0.023794,8.9489,0.62181,0.00058238,0.056792,0.43146,1.0132e+05,-0.37198,1.225
475,-108.33,20,300,8.9577,0.3965,-0.03142,8.9671,0.58621,0.00049913,0.051587,0.40676,1.0132e+05,-0.10547,1.225
500,-108.33,20,300,9.4515,0.40411,-0.033917,9.4607,0.61896,0.00046065,0.048952,0.42948,1.0132e+05,-6.0192e-05,1.225
-300,-86.663,20,300,9.5,0,0,9.5,0.0019043,0.12361,0.015027,0.0013213,1.0133e+05,3.8189,1.225
-275.11,-86.705,20,300,8.9959,-0.0077669,0.0075617,8.996,0.19475,0.0013974,0.0089899,0.13513,1.0133e+05,3.8309,1.225
-250.21,-86.747,20,300,8.989,-0.015856,0.010619,8.989,0.19874,4.6546e-05,0.0090991,0.1379,1.0133e+05,3.8877,1.225
-225.32,-86.787,20,300,8.9769,-0.026164,0.01398,8.9769,0.2028,4.55e-05,0.0094766,0.14072,1.0133e+05,4.0152,1.225
-200.42,-86.827,20,300,8.9587,-0.039815,0.018529,8.9589,0.20703,4.8188e-05,0.0098702,0.14366,1.0133e+05,4.221,1.225
-175.52,-86.867,20,300,8.9333,-0.05878,0.024697,8.9335,0.21152,5.1077e-05,0.010282,0.14677,1.0133e+05,4.5171,1.225
-150.61,-86.913,20,300,8.8982,-0.086156,0.033273,8.8987,0.21635,5.4164e-05,0.010717,0.15012,1.0133e+05,4.9278,1.225
-125.59,-86.968,20,300,8.8492,-0.12781,0.045791,8.8503,0.22168,5.7511e-05,0.011182,0.15382,1.0133e+05,5.4929,1.225
-99.953,-86.624,20,300,8.785,-0.19174,0.064258,8.7875,0.22767,6.1125e-05,0.011682,0.15798,1.0133e+05,6.2633,1.225
-74.94,-86.607,20,300,8.6885,-0.2954,0.091192,8.6944,0.23485,6.5032e-05,0.012232,0.16296,1.0133e+05,7.2541,1.225
-49.929,-86.582,20,300,9.5476,-0.50449,0.12744,9.5625,0.28025,8.5785e-05,0.013725,0.19446,1.0133e+05,8.5277,1.225
-49.946,-97.428,20,300,9.6535,-0.51525,0.11304,9.6684,0.27271,8.8059e-05,0.013684,0.18923,1.0133e+05,7.5425,1.225
299.96,-86.67,20,300,6.8644,0.19797,-0.24894,6.9132,1.0802,0.0071406,0.24133,0.74956,1.0132e+05,-6.9681,1.225
274.95,-86.667,20,300,6.3167,-0.24698,-0.090009,6.3921,1.161,0.016317,0.35293,0.80559,1.0132e+05,-9.6266,1.225
274.96,-97.498,20,300,8.0662,0.061841,0.36344,8.0956,0.82346,0.014357,0.26671,0.57138,1.0132e+05,-8.6973,1.225
324.97,-86.671,20,300,7.1399,0.33841,-0.22886,7.1788,1.034,0.0050699,0.20253,0.71744,1.0132e+05,-5.6879,1.225
349.97,-86.671,20,300,7.3813,0.4405,-0.22005,7.415,0.9865,0.0037256,0.17168,0.68451,1.0132e+05,-4.0936,1.225
374.98,-86.67,20,300,7.5806,0.48758,-0.20573,7.6109,0.93452,0.0028183,0.14712,0.64844,1.0132e+05,-2.5037,1.225
399.99,-86.67,20,300,7.7597,0.49455,-0.18567,7.7863,0.88224,0.0021928,0.12775,0.61217,1.0132e+05,-1.2854,1.225
424.99,-86.669,20,300,7.9223,0.48156,-0.16377,7.9449,0.83253,0.0017605,0.1125,0.57767,1.0132e+05,-0.50056,1.225
449.99,-86.668,20,300,8.0662,0.46452,-0.1446,8.0855,0.78718,0.0014595,0.10056,0.54621,1.0132e+05,-0.074445,1.225
475,-86.668,20,300,8.208,0.44682,-0.12309,8.2243,0.74135,0.0012233,0.09018,0.5144,1.0133e+05,0.11154,1.225
500,-86.668,20,300,8.7043,0.45127,-0.11038,8.7192,0.78549,0.001112,0.085052,0.54503,1.0133e+05,0.010172,1.225
-300,-64.996,20,300,9.5,0,0,9.5,0.0019043,0.12361,0.015027,0.0013213,1.0133e+05,3.9012,1.225
-275.11,-65.039,20,300,8.9954,-0.0065249,0.0078243,8.9954,0.19475,0.0013975,0.0089901,0.13513,1.0133e+05,3.9166,1.225
-250.22,-65.081,20,300,8.9872,-0.013347,0.011227,8.9872,0.19874,4.6645e-05,0.0090999,0.1379,1.0133e+05,3.9861,1.225
-225.32,-65.122,20,300,8.9727,-0.022067,0.014979,8.9727,0.20281,4.5531e-05,0.0094782,0.14073,1.0133e+05,4.1403,1.225
-200.43,-65.162,20,300,8.9506,-0.033605,0.020108,8.9507,0.20707,4.8223e-05,0.0098731,0.14368,1.0133e+05,4.3917,1.225
-175.53,-65.2,20,300,8.9187,-0.049789,0.027228,8.9189,0.21159,5.112e-05,0.010287,0.14682,1.0133e+05,4.761,1.225
-150.63,-65.236,20,300,8.8731,-0.073185,0.037478,8.8736,0.21653,5.4223e-05,0.010726,0.15024,1.0133e+05,5.2894,1.225
-125.62,-65.241,20,300,8.8071,-0.10942,0.05295,8.8081,0.22203,5.7579e-05,0.011196,0.15406,1.0133e+05,6.0448,1.225
-100.58,-65.257,20,300,8.7121,-0.16607,0.076831,8.7142,0.22834,6.1241e-05,0.011708,0.15844,1.0133e+05,7.1397,1.225
-75.533,-65.264,20,300,8.5535,-0.26443,0.11342,8.5588,0.23621,6.5256e-05,0.012283,0.1639,1.0133e+05,8.701,1.225
-49.886,-64.892,20,300,9.3045,-0.47979,0.16788,9.3193,0.28266,8.7022e-05,0.013886,0.19613,1.0134e+05,11.112,1.225
-49.906,-75.731,20,300,9.4189,-0.54489,0.15459,9.4367,0.27439,8.9694e-05,0.013862,0.19039,1.0134e+05,10.082,1.225
299.94,-65.008,20,300,5.5923,0.31337,-1.0601,5.7441,1.1646,0.011742,0.32471,0.80808,1.0132e+05,-7.1961,1.225
274.92,-65.006,20,300,5.9298,-0.023957,-1.6759,6.2146,1.1369,0.018769,0.38513,0.78884,1.0132e+05,-8.8838,1.225
274.94,-75.835,20,300,5.4863,-0.44592,-0.91212,5.6584,1.143,0.018878,0.39871,0.79312,1.0132e+05,-9.8295,1.225
324.95,-65.008,20,300,5.9636,0.48251,-0.93308,6.0864,1.0833,0.0084623,0.26875,0.75169,1.0132e+05,-5.6564,1.225
349.97,-65.006,20,300,6.2844,0.59001,-0.82193,6.387,1.0003,0.0061325,0.22313,0.69406,1.0132e+05,-3.7147,1.225
374.97,-65.005,20,300,6.5717,0.62995,-0.72262,6.6577,0.92673,0.004551,0.18762,0.64304,1.0132e+05,-1.8404,1.225
399.98,-65.004,20,300,6.8423,0.62483,-0.63252,6.913,0.86587,0.0034879,0.16089,0.60081,1.0132e+05,-0.5166,1.225
424.99,-65.003,20,300,7.0951,0.59949,-0.55077,7.1524,0.81601,0.0027767,0.14116,0.56621,1.0133e+05,0.22266,1.225
449.99,-65.002,20,300,7.3212,0.56984,-0.48016,7.3677,0.77577,0.0023,0.12665,0.53829,1.0133e+05,0.50675,1.225
475.1,-65.031,20,300,7.5531,0.53875,-0.40472,7.5899,0.74528,0.0019473,0.11539,0.51713,1.0133e+05,0.50085,1.225
500,-65.002,20,300,8.0543,0.53603,-0.37332,8.0864,0.79938,0.0017872,0.11029,0.55467,1.0133e+05,0.027149,1.225
-300,-43.33,20,300,9.5,0,0,9.5,0.0019043,0.12361,0.015027,0.0013213,1.0133e+05,3.9667,1.225
-275.11,-43.373,20,300,8.9949,-0.0047906,0.0080276,8.9949,0.19475,0.0013975,0.0089903,0.13513,1.0133e+05,3.9847,1.225
-250.22,-43.415,20,300,8.9858,-0.0098098,0.011686,8.9858,0.19874,4.669e-05,0.0091005,0.1379,1.0133e+05,4.0641,1.225
-225.33,-43.457,20,300,8.9694,-0.016168,0.015734,8.9695,0.20283,4.551e-05,0.0094795,0.14074,1.0133e+05,4.239,1.225
-200.43,-43.498,20,300,8.9442,-0.024463,0.021309,8.9443,0.20711,4.8217e-05,0.0098756,0.14371,1.0133e+05,4.526,1.225
-175.54,-43.536,20,300,8.9072,-0.035895,0.029161,8.9074,0.21168,5.1125e-05,0.010292,0.14688,1.0133e+05,4.953,1.225
-150.64,-43.573,20,300,8.8531,-0.052217,0.040746,8.8534,0.2167,5.4244e-05,0.010733,0.15037,1.0133e+05,5.5759,1.225
-125.63,-43.565,20,300,8.7725,-0.077033,0.058667,8.7731,0.22236,5.7625e-05,0.011209,0.15429,1.0133e+05,6.4897,1.225
-100.6,-43.548,20,300,8.6505,-0.11496,0.087147,8.6518,0.22897,6.1336e-05,0.011732,0.15888,1.0133e+05,7.8624,1.225
-75.564,-43.529,20,300,8.433,-0.18178,0.13191,8.4366,0.23735,6.5443e-05,0.012328,0.16469,1.0133e+05,9.9537,1.225
-50.506,-43.507,20,300,9.0736,-0.33282,0.2033,9.0831,0.28453,8.8081e-05,0.01402,0.19743,1.0134e+05,13.489,1.225
-50.468,-54.397,20,300,9.1508,-0.46227,0.19902,9.1654,0.27776,9.1118e-05,0.014061,0.19273,1.0134e+05,12.966,1.225
299.92,-43.349,20,300,3.8329,0.56712,-1.0475,4.0852,1.3693,0.013443,0.38187,0.95009,1.0132e+05,-8.7083,1.225
274.89,-43.353,20,300,3.4557,0.46531,-0.91658,3.7233,1.3688,0.019807,0.43836,0.94979,1.0131e+05,-11.345,1.225
274.9,-54.179,20,300,5.2503,0.27634,-1.7573,5.5814,1.0892,0.024314,0.4377,0.75574,1.0131e+05,-10.212,1.225
324.94,-43.345,20,300,4.3066,0.74108,-1.0333,4.5346,1.2973,0.011326,0.34297,0.90018,1.0132e+05,-6.5054,1.225
349.96,-43.342,20,300,4.7796,0.83414,-0.99777,4.9825,1.1956,0.0090687,0.29543,0.8296,1.0132e+05,-3.8808,1.225
374.97,-43.34,20,300,5.2553,0.86883,-0.95398,5.4306,1.09,0.0069714,0.24799,0.75629,1.0132e+05,-1.5065,1.225
400.27,-43.421,20,300,5.7164,0.8557,-0.89713,5.8619,0.99089,0.0052624,0.2068,0.68755,1.0133e+05,0.095228,1.225
425.3,-43.396,20,300,6.1459,0.81387,-0.83192,6.2635,0.90324,0.0040346,0.17455,0.62674,1.0133e+05,0.92322,1.225
450.21,-43.371,20,300,6.524,0.76686,-0.76634,6.6194,0.83195,0.0032087,0.15108,0.57727,1.0133e+05,1.129,1.225
475.11,-43.342,20,300,6.9204,0.71602,-0.69025,6.9963,0.77765,0.0026075,0.13359,0.53959,1.0133e+05,0.97099,1.225
500,-43.335,20,300,7.4921,0.71737,-0.67296,7.5606,0.81822,0.0023323,0.12572,0.56774,1.0133e+05,0.050029,1.225
-300,-21.663,20,300,9.5,0,0,9.5,0.0019043,0.12361,0.015027,0.0013213,1.0133e+05,4.0108,1.225
-275.11,-21.706,20,300,8.9947,-0.0026933,0.0081469,8.9947,0.19475,0.0013975,0.0089904,0.13513,1.0133e+05,4.0302,1.225
-250.22,-21.749,20,300,8.9849,-0.0055418,0.011949,8.985,0.19875,4.6733e-05,0.0091008,0.13791,1.0133e+05,4.1154,1.225
-225.33,-21.791,20,300,8.9676,-0.008998,0.016164,8.9676,0.20283,4.5526e-05,0.0094802,0.14074,1.0133e+05,4.3023,1.225
-200.43,-21.832,20,300,8.9406,-0.013271,0.021986,8.9407,0.20712,4.8236e-05,0.0098769,0.14371,1.0133e+05,4.6095,1.225
-175.54,-21.869,20,300,8.9009,-0.018716,0.030236,8.901,0.21171,5.1149e-05,0.010294,0.1469,1.0133e+05,5.0682,1.225
-150.64,-21.901,20,300,8.8424,-0.025852,0.042496,8.8425,0.21677,5.4276e-05,0.010738,0.15041,1.0133e+05,5.7405,1.225
-125.64,-21.883,20,300,8.7545,-0.035277,0.061613,8.7549,0.22252,5.7669e-05,0.011216,0.1544,1.0133e+05,6.7338,1.225
-100.63,-21.821,20,300,8.6199,-0.0475,0.092262,8.6207,0.22928,6.14e-05,0.011745,0.15909,1.0133e+05,8.2406,1.225
-75.604,-21.795,20,300,8.377,-0.064059,0.14057,8.379,0.23794,6.5559e-05,0.012352,0.1651,1.0134e+05,10.572,1.225
-50.563,-21.775,20,300,8.9647,-0.092757,0.2189,8.9689,0.2854,8.8473e-05,0.014074,0.19803,1.0134e+05,14.592,1.225
-50.517,-32.666,20,300,8.9451,-0.23778,0.23002,8.9517,0.27866,9.2268e-05,0.014182,0.19336,1.0134e+05,15.054,1.225
300.22,-21.774,20,300,1.5173,0.78628,-0.4307,1.9023,1.5005,0.011032,0.37289,1.0412,1.0131e+05,-10.662,1.225
275.17,-21.72,20,300,1.5373,0.57494,-0.41316,1.8712,1.3839,0.011368,0.348,0.96028,1.0131e+05,-12.859,1.225
274.87,-32.528,20,300,2.117,0.41317,-0.44935,2.3716,1.3922,0.014471,0.39677,0.96604,1.0131e+05,-12.569,1.225
325.21,-21.764,20,300,1.9377,0.86823,-0.53786,2.2881,1.5008,0.011245,0.37602,1.0413,1.0132e+05,-7.9175,1.225
350.2,-21.748,20,300,2.5051,0.87201,-0.64779,2.8133,1.4321,0.010394,0.35178,0.9937,1.0132e+05,-4.74,1.225
375.18,-21.732,20,300,3.1818,0.87839,-0.74106,3.4458,1.3273,0.0088036,0.3106,0.921,1.0132e+05,-1.9378,1.225
400.21,-21.716,20,300,3.896,0.87328,-0.79288,4.1121,1.2108,0.0070405,0.26505,0.84015,1.0132e+05,-0.0041202,1.225
425.22,-21.71,20,300,4.5781,0.8483,-0.80349,4.751,1.097,0.0055115,0.2237,0.76116,1.0133e+05,1.0609,1.225
450.21,-21.705,20,300,5.1714,0.81647,-0.78869,5.3111,0.99797,0.0043674,0.19085,0.69247,1.0133e+05,1.3439,1.225
475.11,-21.686,20,300,5.8142,0.77728,-0.76078,5.9262,0.90579,0.0034421,0.16278,0.62851,1.0133e+05,1.2189,1.225
500,-21.669,20,300,6.4968,0.80278,-0.77796,6.6007,0.92557,0.0029793,0.14859,0.64223,1.0133e+05,0.067522,1.225
-300,0.0033815,20,300,9.5,0,0,9.5,0.0019043,0.12361,0.015027,0.0013213,1.0133e+05,4.0305,1.225
-275.11,-0.039095,20,300,8.9947,-0.00046988,0.008168,8.9947,0.19475,0.0013976,0.0089904,0.13513,1.0133e+05,4.0501,1.225
-250.22,-0.080992,20,300,8.9848,-0.00098534,0.011994,8.9848,0.19875,4.6698e-05,0.0091009,0.13791,1.0133e+05,4.1362,1.225
-225.33,-0.12158,20,300,8.9673,-0.001387,0.016232,8.9673,0.20285,4.5458e-05,0.0094806,0.14075,1.0133e+05,4.3249,1.225
-200.44,-0.15514,20,300,8.9403,-0.0014214,0.022065,8.9403,0.20715,4.8191e-05,0.0098776,0.14374,1.0133e+05,4.634,1.225
-175.55,-0.17349,20,300,8.9007,-0.00062895,0.030278,8.9007,0.21176,5.1112e-05,0.010295,0.14694,1.0133e+05,5.0929,1.225
-150.67,-0.15994,20,300,8.8428,0.0018094,0.042361,8.843,0.21685,5.4241e-05,0.010739,0.15047,1.0133e+05,5.7602,1.225
-125.68,-0.10102,20,300,8.7575,0.0079726,0.06098,8.7578,0.2226,5.7629e-05,0.011216,0.15446,1.0133e+05,6.734,1.225
-100.68,0.061763,20,300,8.6302,0.021144,0.09037,8.6308,0.2293,6.1345e-05,0.011741,0.15911,1.0133e+05,8.1815,1.225
-75.659,0.12917,20,300,8.409,0.053071,0.13597,8.4107,0.23784,6.548e-05,0.012343,0.16503,1.0134e+05,10.345,1.225
-50.633,0.21971,20,300,9.0526,0.13841,0.20719,9.0568,0.28509,8.7753e-05,0.014006,0.19782,1.0134e+05,13.828,1.225
-50.606,-10.693,20,300,8.9384,0.04635,0.23146,8.942,0.27947,9.1993e-05,0.014177,0.19392,1.0134e+05,15.174,1.225
299.9,-0.026922,20,300,0.57829,0.93714,-0.066672,1.2028,1.4342,0.0094374,0.33396,0.99514,1.0131e+05,-11.364,1.225
274.86,-0.039873,20,300,0.69691,0.88121,0.094375,1.2315,1.1539,0.0084031,0.26905,0.8007,1.0131e+05,-13.295,1.225
274.85,-10.874,20,300,0.93005,0.58986,-0.25085,1.2706,1.1742,0.0097333,0.29767,0.81478,1.0131e+05,-13.525,1.225
324.93,-0.018682,20,300,0.90867,0.87007,-0.23222,1.4661,1.5655,0.011682,0.38842,1.0863,1.0132e+05,-8.5118,1.225
349.95,-0.013044,20,300,1.404,0.77648,-0.40857,1.8914,1.5825,0.01213,0.39648,1.0981,1.0132e+05,-5.3126,1.225
374.97,-0.0091275,20,300,2.0428,0.73758,-0.56148,2.4227,1.5216,0.01098,0.36892,1.0558,1.0132e+05,-2.5256,1.225
399.98,-0.0064023,20,300,2.7594,0.728,-0.65588,3.0425,1.4238,0.0092433,0.32713,0.98792,1.0132e+05,-0.51144,1.225
424.99,-0.0045284,20,300,3.4785,0.72223,-0.69509,3.6923,1.3193,0.0075103,0.28424,0.91545,1.0133e+05,0.71515,1.225
449.99,-0.0032848,20,300,4.118,0.70779,-0.70083,4.2849,1.2202,0.0060822,0.24678,0.84666,1.0133e+05,1.1456,1.225
475,-0.0025299,20,300,4.8403,0.68137,-0.69375,4.9706,1.1082,0.0048127,0.21033,0.76898,1.0133e+05,1.1526,1.225
500,-0.0021855,20,300,5.5347,0.72519,-0.7216,5.6558,1.1172,0.0041436,0.19047,0.7752,1.0133e+05,0.069145,1.225
-300,21.67,20,300,9.5,0,0,9.5,0.0019043,0.12361,0.015027,0.0013213,1.0133e+05,4.025,1.225
-275.11,21.628,20,300,8.9948,0.0016775,0.0080891,8.9948,0.19475,0.0013976,0.0089904,0.13513,1.0133e+05,4.0437,1.225
-250.22,21.587,20,300,8.9854,0.0034087,0.011817,8.9854,0.19874,4.6734e-05,0.0091007,0.1379,1.0133e+05,4.1261,1.225
-225.33,21.556,20,300,8.9687,0.0058996,0.015914,8.9687,0.20283,4.555e-05,0.00948,0.14074,1.0133e+05,4.3064,1.225
-200.45,21.564,20,300,8.9431,0.0097977,0.021499,8.9431,0.20711,4.8251e-05,0.0098763,0.14371,1.0133e+05,4.5997,1.225
-175.57,21.609,20,300,8.9061,0.016221,0.029248,8.9062,0.21167,5.1157e-05,0.010292,0.14688,1.0133e+05,5.0305,1.225
-150.69,21.722,20,300,8.8531,0.026815,0.040422,8.8533,0.21666,5.427e-05,0.010733,0.15034,1.0133e+05,5.6469,1.225
